A,B,C,D,E
VIA,MONTI VINCENZO,15,6155,1
VIA,PORRO EDOARDO,8,1226,9
PZA,SEI FEBBRAIO,22,6358,8
VIA,FILZI FABIO,19,1190,2
VLE,SAN MICHELE DEL CARSO,9,6212,1
VIA,BONFADINI ROMUALDO,88,3341,4
GLL,DEL CORSO,4,305,1
VIA,CAVALLOTTI FELICE,17,312,1
VIA,SOLARI ANDREA,41,5111,6
VIA,CALIFORNIA,23,6101,6
VIA,LANZONE,33,554,1
VIA,RAVIZZA CARLO,24,6285,7
VIA,PLINIO CAIO SECONDO,1,2144,3
VIA,RATTI LUIGI,22,6739,8
RIP,DI PTA TICINESE,5,5150,6
PLE,BARACCA FRANCESCO,10,6180,7
PLE,ROSA GABRIELE,16,4288,4
VIA,SANZIO RAFFAELLO,4,6283,7
VIA,PADOVA,87,2275,2
VIA,FILIPPINO DEGLI ORGANI,9,3162,4
CSO,GENOVA,15,5164,1
VIA,BONNET NINO,5,1109,9
VIA,VAL DI LEDRO,11,1532,9
VIA,CABELLA BARTOLOMEO,51,6778,7
VIA,VOLTURNO,41,1135,9
VIA,SAN MARCO,24,1036,1
VIA,D'ADDA CARLO,13,5272,6
CSO,DI PORTA TICINESE,60,541,1
VIA,CORRIDONI FILIPPO,10,3020,1
VLE,ISONZO,10,4211,5
VIA,ANFITEATRO,12,1012,1
VIA,FARINI CARLO,29,1114,9
CSO,DI PORTA NUOVA,48,1044,1
VIA,SANFELICE LUISA,12,3224,4
VLE,MURILLO S.B.,11,6551,7
VIA,LODOVICO IL MORO,131,5290,6
VIA,MADONNINA,3,134,1
VIA,VILLORESI EUGENIO,8,5145,6
VIA,PIRELLI GIOVANNI BATTISTA,26,1195,9
VIA,BERUTO CESARE,13,2586,3
VIA,GALVANI LUIGI,21,1179,9
VIA,FOPPA VINCENZO,58,6109,6
PZA,PIO XI,1,572,1
VIA,TONALE,12,1213,2
VIA,VOLVINIO,6,5333,5
VIA,FILZI FABIO,7,1190,2
CSO,GARIBALDI GIUSEPPE,127,1010,1
VIA,RIVA DI TRENTO,2,4155,4
VIA,MILLELIRE DOMENICO,18,6620,7
PZA,SEMPIONE,2,7111,1
VIA,SAVONA,93,5122,6
CSO,COMO,15,1111,9
VIA,BEZZECCA,1,3075,4
VIA,ARIBERTO DA INTIMIANO,19,5092,1
VIA,WASHINGTON GIORGIO,82,6111,6
VIA,TAORMINA,2,1331,9
VIA,LORENTEGGIO,43,5132,6
VIA,PONALE,66,1616,9
VLE,MONZA,68,2274,2
VIA,VARESINA,77,7290,8
VIA,CENISIO,55,7184,8
VLE,COL DI LANA,3,5198,5
VIA,QUADRIO MAURIZIO,25,1115,8
VIA,LORENTEGGIO,163,5132,6
CSO,COMO,6,1111,9
CSO,MAGENTA,14,604,1
VIA,BIXIO NINO,10,3133,3
VIA,DEI TRANSITI,25,2284,2
VIA,OSMA CARLO,5,6490,8
VIA,SAVONA,11,5122,6
VIA,LA MALFA UGO,2,2628,2
VIA,GRIGNA,1,7239,8
CSO,DI PORTA VITTORIA,47,3016,1
VLE,CORSICA,1,3262,4
VIA,TADINO ALESSANDRO,30,2109,3
VIA,POLESINE,23,4159,4
VIA,MARGHERA,51,6280,7
VIA,SFORZA ASCANIO,65,5201,5
VIA,FOLLI EGIDIO,43,2676,3
PZA,QUATTRO NOVEMBRE,1,1199,2
VIA,TARAMELLI TORQUATO,70,1164,2
VIA,MORGANTINI MARIO,11,6568,7
VLE,MONTE CENERI,71,7176,8
VLE,ROMAGNA,43,3102,3
CSO,MONFORTE,13,348,1
VIA,GIANELLA GIUSEPPE,21,6775,7
VLE,UMBRIA,35,3145,4
VIA,BERTINI GIOVANNI BATTISTA,1,7207,8
PLE,SUSA,7,3101,3
VIA,MAZZINI GIUSEPPE,7,516,1
VIA,VOLTURNO,44,1135,9
ALZ,NAVIGLIO PAVESE,52,5161,6
CSO,VERCELLI,20,6193,7
VIA,CARTESIO,2,1104,2
VIA,VENIERO SEBASTIANO,40,6423,8
VIA,BARACCHINI FLAVIO,7,356,1
VIA,ROSELLINI IPPOLITO,26,1158,2
VIA,SARPI FRA' PAOLO,39,7210,1
VLE,DELLE RIMEMBRANZE DI GRECO,39,1412,2
VIA,DEI BIANCOSPINI,20,6711,6
VIA,SFORZA ASCANIO,29,5201,5
VIA,PROCACCINI GIULIO CESARE,37,7204,8
PZA,DURANTE FRANCESCO,16,2277,3
VIA,MEDA GIUSEPPE,23,5242,5
VIA,RUSSO VINCENZO,17,2328,2
VIA,ORNATO LUIGI,19,1591,9
VIA,PORPORA NICOLA ANTONIO,169,2229,3
VLE,GIAN GALEAZZO,11,5196,1
VIA,COMELICO,11,3195,4
VIA,CENISIO,25,7184,8
VIA,DELLE FORZE ARMATE,4,6643,7
VIA,DOMODOSSOLA,21,7152,8
CSO,LODI,22,4068,5
VIA,NEGROLI,1,3279,4
VIA,MODENA GUSTAVO,2,3122,3
VIA,SAN MARTINO,15,4016,1
VIA,SANTA TERESA,6,5314,5
VLE,CERTOSA,246,7174,8
VIA,VALTELLINA,46,1188,9
VIA,MOLA PIER FRANCESCO,3,7391,8
VIA,MORGANTINI MARIO,29,6568,7
VIA,GOVONE GIUSEPPE,28,7222,8
VIA,RUGABELLA,21,403,1
VIA,TERRUGGIA GIOVANNI,1,1533,9
VLE,CERTOSA,291,7174,8
VIA,ROVIGO,11,2523,2
CSO,SEMPIONE,28,7137,8
VIA,RICCIARELLI DANIELE,12,6553,7
VIA,SFORZA ASCANIO,51,5201,5
VIA,CUSAGO,47,6785,7
VIA,MAINONI D'INTIGNANO LUIGI,1,1432,9
VIA,MERCANTINI LUIGI,9,1247,9
VIA,ZAMA,1,3328,4
VIA,STOPPANI ANTONIO,15,2163,3
VIA,PASCOLI GIOVANNI,55,3132,3
CSO,DI PORTA NUOVA,36,1044,1
VLE,ARETUSA,30,6565,7
CSO,CONCORDIA,11,3116,3
VLE,TUNISIA,38,2121,2
VIA,PADOVA,177,2275,2
VIA,LARGA,19,318,1
VIA,F.LLI BRONZETTI,9,3089,4
VLE,REGINA GIOVANNA,38,2157,3
VIA,GIOVANNI DA PROCIDA,29,7151,8
VIA,BERGAMINI,1,325,1
VLE,DELLE RIMEMBRANZE DI LAMBRATE,15,2664,3
VLE,MONZA,61,2274,2
PZA,GUARDI FRANCESCO,15,3312,3
VIA,SAN SENATORE,14,404,1
VIA,SAN MARCO,2,1036,1
PZA,DURANTE FRANCESCO,24,2277,3
VIA,TEODOSIO,3,2550,3
VIA,PORRO LAMBERTENGHI LUIGI,25,1142,9
VIA,PRINCIPE EUGENIO,8,7223,8
VIA,SAN GREGORIO,6,2123,3
VIA,SFORZA ASCANIO,41,5201,5
VIA,POLIBIO,1,6195,7
CSO,ITALIA,28,526,1
PZA,FIDIA,3,1144,9
VIA,TAVAZZANO,16,7335,8
VIA,FATEBENEFRATELLI,9,144,1
VIA,FANTI MANFREDO,2,3149,1
VIA,CESAROTTI MELCHIORRE,2,2510,2
VIA,TERRAGGIO,25,644,1
VIA,ADIGE,3,4216,5
VLE,MONZA,149,2274,2
VIA,MERCATO,28,717,1
VIA,BRERA,3,122,1
VIA,SFORZA ASCANIO,17,5201,5
VIA,LOMBARDINI ELIA,2,5146,6
VIA,OROBONI ANTONIO,13,1635,9
VIA,SAN MARTINO,15,4016,1
VIA,ANGERA,10,1395,2
VIA,PALMIERI NICOLA,33,5323,5
VIA,STRADELLA ALESSANDRO,2,2170,3
VIA,DELLA CHIESA ROSSA,95,5321,5
PLE,STAZIONE DI PORTA GENOVA,2,5120,6
PZA,PEREGO GIOVANNI,7,7531,8
VLE,JENNER EDOARDO,16,1230,9
VIA,VETERE,14,5185,1
VIA,MARCONA,6,3080,4
VIA,SACCO LUIGI,3,6275,7
VIA,CARCANO FILIPPO,8,6389,7
VIA,POPOLI UNITI,26,2293,2
VIA,QUINTOSOLE,35,4357,5
VIA,VARESE,17,1031,1
VIA,TENCA CARLO,10,2118,2
VIA,TOLSTOI LEONE,37,5133,6
VIA,PONALE,6,1616,9
PLE,BACONE FRANCESCO,9,2100,3
CSO,DI PORTA ROMANA,106,402,1
RIP,DI PTA TICINESE,53,5150,6
PZA,GRAMSCI ANTONIO,3,7205,8
VIA,CORIO BERNARDINO,8,4102,4
CSO,GENOVA,11,5164,1
PLE,ARCHINTO CARLO,1,1138,9
VIA,PALMIERI NICOLA,19,5323,5
VLE,DEI MILLE,70,3115,3
CSO,GARIBALDI GIUSEPPE,125,1010,1
VIA,CHERUBINI FRANCESCO,8,6192,7
VIA,MALPIGHI MARCELLO,3,2182,3
VIA,INAMA VIRGILIO,5,3169,3
VIA,ASTESANI ALESSANDRO,23,1558,9
VIA,DELL' UNIONE,3,521,1
VIA,SANTA RADEGONDA,16,208,1
VLE,LIGURIA,50,5264,6
VIA,TIEPOLO GIAN BATTISTA,52,3126,3
CSO,BUENOS AIRES,10,2129,3
PZA,CAVOUR,7,237,1
VIA,MONTEVIDEO,25,6091,6
VLE,LOMBARDIA,31,2400,3
VIA,ROVETTA GEROLAMO,19,2333,2
VIA,MAROCCO PIETRO,17,2265,2
VIA,SAN GREGORIO,1,2123,3
VIA,VIGNOLI TITO,34,5134,6
VIA,BASSINI EDOARDO,43,2587,3
VIA,LOMELLINA,34,3280,4
VIA,GIOIA MELCHIORRE,141,1108,2
VIA,NEGROLI,9,3279,4
VIA,RUGABELLA,1,403,1
VIA,CELLINI BENVENUTO,1,3081,4
VIA,DEI TULIPANI,18,6713,6
VLE,CONI ZUGNA,57,5110,1
VIA,CORREGGIO,14,6287,7
VIA,BERGOGNONE AMBROGIO DA FOSSANO,3,5130,6
PZA,PREALPI,7,7300,8
PZA,DEL ROSARIO,1,5088,6
PLE,UDINE,8,2651,3
VIA,MARGHERA,10,6280,7
VIA,TERRUGGIA GIOVANNI,1,1533,9
VIA,ANGUISSOLA SOFONISBA,54,6609,7
VIA,MONTI VINCENZO,47,6155,1
VIA,LOMELLINA,56,3280,4
PLE,CADORNA LUIGI,10,601,1
VIA,SOLFERINO,5,1028,1
VLE,MURILLO S.B.,48,6551,7
VIA,TARTINI GIUSEPPE,15,1501,9
VIA,ORNATO LUIGI,74,1591,9
VIA,LECCHI ANTONIO,20,5263,6
VLE,CERTOSA,297,7174,8
VLE,JENNER EDOARDO,49,1230,9
VIA,PADOVA,306,2275,2
VIA,PARINI GIUSEPPE,9,1049,1
VIA,FARINI CARLO,63,1114,9
VLE,MONZA,44,2274,2
VLE,VITTORIO VENETO,30,2107,2
VIA,ANSELMO DA BAGGIO,63,6782,7
VIA,SILVA GUGLIELMO,35,6400,8
VIA,VEGLIA,53,1337,9
VLE,LUCANIA,30,4173,4
VIA,ANGELONI LUIGI,38,1659,9
VIA,BATTISTOTTI SASSI LUISA,8,3273,4
VIA,CARNIA,31,2395,3
VLE,BEZZI ERGISTO,1,6272,7
VLE,MONZA,147,2274,2
VIA,ALCUINO,16,7165,8
VIA,SETTEMBRINI LUIGI,18,2127,3
VIA,CUCCHIARI DOMENICO,12,7224,8
VLE,COL DI LANA,14,5198,5
CSO,DI PORTA VIGENTINA,6,4026,1
VIA,TEODOSIO,37,2550,3
VIA,BERGOGNONE AMBROGIO DA FOSSANO,24,5130,6
CSO,COMO,11,1111,9
VIA,AMADEO GIAN ANTONIO,33,3228,3
VIA,DEGLI IMBRIANI,14,1266,9
VIA,LODOVICO IL MORO,137,5290,6
VIA,PORDENONE,1,2650,3
VIA,DESIDERIO DA SETTIGNANO,11,6395,8
LGO,AUGUSTO,8,315,1
VIA,SALMINI VITTORIO,1,4062,5
VIA,POLA,21,1156,9
VIA,MARCO D'OGGIONO,5,5166,1
ALZ,NAVIGLIO PAVESE,2,5161,6
VIA,CATALANI ALFREDO,35,2425,3
VIA,GROSOTTO,7,7328,8
VIA,DE AMICIS EDMONDO,1,574,1
PZA,IRNERIO CARLO,1,6256,7
VIA,WINKELMANN GIOVANNI GIOACHINO,1,6823,6
VIA,VARESE,1,1031,1
VIA,SOLFERINO,3,1028,1
VLE,MONZA,173,2274,2
VIA,PRINCIPE EUGENIO,40,7223,8
PLE,ISTRIA,1,1347,9
VIA,DELLA MOSCOVA,52,1016,1
VIA,PONTE VETERO,10,718,1
VIA,SPERONARI,6,517,1
VIA,FIORI CHIARI,21,135,1
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,22,2235,3
VLE,DELLE RIMEMBRANZE DI GRECO,40,1412,2
VIA,DAL RE MARCANTONIO,25,7381,8
VIA,POLIZIANO,10,7196,8
VLE,MONZA,82,2274,2
PLE,TRIPOLI,7,6130,6
VIA,ASIAGO,116,2459,2
VIA,CARDUCCI GIOSUE',36,602,1
ALZ,NAVIGLIO GRANDE,150,5144,6
VLE,MONZA,140,2274,2
VLE,CASSIODORO,5,6359,8
VIA,FABRIANO,3,1642,9
VIA,BERTINI GIOVANNI BATTISTA,2,7207,8
VIA,CAROZZI GIUSEPPE,18,6661,6
VIA,PROCACCINI GIULIO CESARE,61,7204,8
VIA,RISMONDO FRANCESCO,91,6756,7
VLE,MAR JONIO,2,6567,7
VIA,LAMPUGNANO,76,6737,8
VIA,SAN BARNABA,48,3010,1
VIA,VODICE,5,6552,7
LGO,LA FOPPA,1,1033,1
VIA,CARDUCCI GIOSUE',11,602,1
RIP,DI PTA TICINESE,19,5150,6
VIA,RIPAMONTI GIUSEPPE,106,4066,5
VIA,GASPAROTTO LEOPOLDO,4,1205,2
VIA,VENINI GIULIO E CORRADO,55,2258,2
VIA,DELLA TORRE,31,2322,2
VIA,VAL BOGNA,8,4120,4
VIA,DOGANA,1,341,1
VIA,FRIULI,46,3199,4
VIA,CASTELVETRO LODOVICO,6,7195,8
CSO,COLOMBO CRISTOFORO,1,5114,6
VIA,CESANA BRUNO,6,2374,2
VLE,PASUBIO,16,1112,9
VIA,PASCOLI GIOVANNI,18,3132,3
VIA,QUARENGHI GIACOMO,34,7478,8
VIA,SAN CALIMERO,3,4014,1
VIA,CORREGGIO,16,6287,7
VIA,CREMA,12,4061,5
VIA,POLESINE,39,4159,4
VLE,ROMAGNA,23,3102,3
VIA,FARINI CARLO,52,1114,9
VIA,IMPERIA,11,5266,5
VIA,ARMELLINI CARLO,31,1549,9
VIA,LULLI GIOVANNI,1,2253,3
VIA,PADOVA,168,2275,2
VLE,BOEZIO SEVERINO,10,6357,8
VLE,TROYA CARLO,2,5140,6
RIP,DI PTA TICINESE,103,5150,6
VIA,MELLONI MACEDONIO,35,3085,4
VLE,ABRUZZI,87,2177,3
VIA,SAN GREGORIO,49,2123,2
VLE,MONTE NERO,76,3062,4
VIA,SAN PAOLO,13,212,1
VIA,PIERO DELLA FRANCESCA,58,7188,8
PZA,SAN BABILA,5,216,1
VIA,ASELLI GASPARE,7,3167,3
CSO,MATTEOTTI GIACOMO,7,218,1
VIA,CORRIDONI FILIPPO,6,3020,1
VIA,BATTISTOTTI SASSI LUISA,24,3273,4
VIA,NIKOLAJEVKA,4,6473,7
CSO,LODI,71,4068,4
VIA,LORENTEGGIO,258,5132,6
VIA,CARDUCCI GIOSUE',36,602,1
VLE,BRENTA,7,4151,4
VIA,TARTINI GIUSEPPE,5,1501,9
VIA,PRIMATICCIO FRANCESCO,182,6646,6
VIA,PADOVA,267,2275,2
VIA,COMPAGNONI GIUSEPPE,8,3096,4
VIA,SAFFI AURELIO,7,6159,1
VIA,GIAMBELLINO,41,5136,6
VIA,BOTTICELLI SANDRO,2,3203,3
PZA,ARGENTINA,4,2233,3
VIA,ORNATO LUIGI,113,1591,9
VIA,PALMANOVA,75,2390,2
VIA,MAC MAHON,40,7221,8
VIA,SAN VITTORE,6,647,1
VIA,VALFURVA,1,1168,9
CSO,LODI,26,4068,5
VIA,ROVIGNO,26,2319,2
PZA,RISORGIMENTO,6,3117,4
PZA,FIRENZE,19,7173,8
VIA,DONATELLO,2,2214,3
VIA,TROILO ETTORE,14,5278,5
VIA,SFORZA ASCANIO,9,5201,5
VIA,OLONA,12,5090,1
PZA,VIRGILIO,4,6160,1
VIA,BUONARROTI MICHELANGELO,15,6253,7
VIA,PADOVA,2,2275,2
VLE,ESPINASSE CARLO,84,7390,8
VIA,SOFFREDINI ALFREDO,77,2440,2
VIA,DOLOMITI,11,2334,2
VIA,DEI TULIPANI,16,6713,6
RIP,DI PTA TICINESE,117,5150,6
VIA,ELBA,8,6243,7
VIA,SAN GREGORIO,15,2123,3
VIA,MEDA GIUSEPPE,58,5242,5
VIA,PISANELLO,26,6600,7
VIA,BOCCACCIO GIOVANNI,4,6158,1
PLE,PIOLA GABRIO,11,2216,3
VIA,BOTTICELLI SANDRO,2,3203,3
VIA,PAPI LAZZARO,2,4071,4
VLE,LOMBARDIA,23,2400,3
PLE,CADORNA LUIGI,4,601,1
VIA,VITRUVIO,30,2134,3
VIA,SPARTACO,11,3186,4
VIA,SFORZA ASCANIO,47,5201,5
LGO,DONEGANI GUIDO,1,1009,1
VIA,MONTI VINCENZO,26,6155,1
VIA,PAREA CARLO,1,3344,4
VIA,SACCO LUIGI,4,6275,7
VLE,FAMAGOSTA,75,5353,6
VLE,MONTE NERO,12,3062,4
VIA,MANZONI ALESSANDRO,42,230,1
VIA,MURAT GIOACCHINO,70,1316,9
VIA,LAMARMORA ALFONSO,24,4103,1
VIA,TORRICELLI EVANGELISTA,19,5240,5
VIA,TORTONA,12,5124,6
VIA,TURATI FILIPPO,40,1053,1
VIA,SANTA CROCE,4,5188,1
ALZ,NAVIGLIO GRANDE,62,5144,6
VIA,GUIDO D'AREZZO,1,6189,7
VIA,SODERINI LUIGI,55,6675,6
CSO,VENEZIA,41,238,1
VIA,MONTEGANI LODOVICO,13,5330,5
VIA,WATT GIACOMO,18,5292,6
VIA,STENDHAL ENRICO,39,5135,6
VIA,CASTALDI PANFILO,42,2119,3
VLE,UMBRIA,58,3145,4
VLE,MARCHE,28,1360,2
VIA,MONTEPULCIANO,8,2257,3
VIA,DE AMICIS EDMONDO,28,574,1
PZA,VELASCA,5,335,1
VLE,PASUBIO,10,1112,9
VLE,MONTE SANTO,12,1056,9
PLE,MACIACHINI CARLO,10,1361,9
VIA,PORPORA NICOLA ANTONIO,113,2229,3
VIA,VOLTA ALESSANDRO,4,1018,1
VIA,RAVENNA,16,4281,4
VIA,TALLONE CESARE,1,3309,3
VIA,CESARE DA SESTO,23,5101,1
VIA,SAN FERMO,1,1042,1
VIA,BONNET NINO,11,1109,9
VIA,VILLORESI EUGENIO,11,5145,6
VIA,PORPORA NICOLA ANTONIO,119,2229,3
VIA,SFORZA ASCANIO,63,5201,5
VIA,ALBERTINELLI MARIOTTO,6,6561,7
VIA,DE AMICIS EDMONDO,4,574,1
CSO,MATTEOTTI GIACOMO,11,218,1
VIA,SISMONDI GIANCARLO,4,3256,4
VIA,PIERO DELLA FRANCESCA,8,7188,8
VLE,MONTE NERO,28,3062,4
VIA,BERTACCHI GIOVANNI,2,5206,5
PZA,PREALPI,4,7300,8
VIA,BARRILI  ANTON GIULIO,24,5324,5
VIA,CASCINA BAROCCO,2,6695,7
VIA,CHERUBINI FRANCESCO,2,6192,7
VLE,SUZZANI GIOVANNI,12,1446,9
CSO,LODI,13,4068,4
VIA,BONI GIACOMO,25,6098,7
VIA,GOLA EMILIO,1,5154,6
VIA,INGANNI ANGELO,70,6672,6
VIA,ROGOREDO,113,4373,4
VIA,BRUSCHETTI GIUSEPPE,11,1285,2
VIA,SARPI FRA' PAOLO,11,7210,1
VIA,ORIANI BARNABA,48,7406,8
VLE,UMBRIA,9,3145,4
VIA,BRUNO GIORDANO,13,7130,1
VIA,PALMIERI NICOLA,43,5323,5
VIA,TOLMEZZO,20,2392,3
CSO,VITTORIO EMANUELE II,22,214,1
VLE,MONZA,112,2274,2
VIA,SAN CARPOFORO,4,132,1
VIA,FERRIERI ENZO,12,6367,7
VIA,MARGHERA,12,6280,7
VIA,FRISI PAOLO,3,2190,3
VIA,OLGIATI FRANCESCO,26,5319,6
VIA,SFORZA FRANCESCO,49,330,1
VLE,FAMAGOSTA,75,5353,6
VIA,FOPPA VINCENZO,44,6109,6
VIA,BORDIGHERA,22,5265,5
VLE,SABOTINO,12,4046,5
VIA,VENINI GIULIO E CORRADO,37,2258,2
VIA,MORETTO DA BRESCIA,36,3207,3
VIA,BAZZINI ANTONIO,27,2427,3
PLE,BACONE FRANCESCO,12,2100,3
VIA,BESSARIONE,42,4152,4
VIA,NATTA GIULIO,20,6860,8
VIA,ROSMINI ANTONIO,5,7132,1
PLE,ISTRIA,6,1347,2
VLE,GIOVANNI DA CERMENATE,41,5261,5
VIA,COPERNICO NICOLO',49,1204,2
VIA,SCIESA AMATORE,1,3072,4
VIA,CLERICI,1,114,1
CSO,GARIBALDI GIUSEPPE,12,1010,1
VLE,MONZA,222,2274,2
VIA,VIGANO' FRANCESCO,4,1121,9
PZA,DEL TRICOLORE,4,3047,1
VIA,SALASCO,29,4051,5
VIA,GIOIA MELCHIORRE,31,1108,9
PZA,SANTA MARIA BELTRADE,1,514,1
VIA,BORSIERI PIETRO,5,1128,9
VIA,NEGROLI,39,3279,4
VIA,WITTGENS FERNANDA,12,597,1
VIA,SARONNO,1,7202,8
VIA,ROMANO GIULIO,27,4057,5
VIA,VARESINA,51,7290,8
VIA,MONTI VINCENZO,47,6155,1
VIA,TEODOSIO,14,2550,3
VIA,VOLTA ALESSANDRO,14,1018,1
VIA,BORSIERI PIETRO,16,1128,9
VIA,BATTISTI CESARE,1,3019,1
RIP,DI PTA TICINESE,69,5150,6
VIA,CAMPERIO MANFREDO,1,610,1
VIA,SARPI FRA' PAOLO,27,7210,1
VIA,MERCATO,3,717,1
VIA,LIVRAGHI GIOVANNI,8,2443,2
VIA,LATISANA,4,1303,9
VIA,PADOVA,173,2275,2
VIA,TOLSTOI LEONE,47,5133,6
VLE,GIAN GALEAZZO,8,5196,5
VIA,BRACCIO DA MONTONE,2,7128,1
PZA,DEL DUOMO,21,1,1
CSO,DI PORTA TICINESE,76,541,1
PZA,MISSORI GIUSEPPE,3,525,1
VIA,BATTISTI CESARE PARTE PRIVATA,2,3018,1
VIA,BRUNO CASSINARI,1,4386,4
VIA,BRUNO CASSINARI,25,4386,4
VIA,BUONARROTI MICHELANGELO,8,6253,7
VIA,CAPOSILE,2,3223,4
VIA,FESTA DEL PERDONO,1,327,1
VIA,LUINI BERNARDINO,9,638,1
VIA,MELATO MARIA,10,7366,8
VIA,MONTEGANI LODOVICO,10,5330,5
VIA,OGLIO,35,4105,4
VIA,OLGETTINA,60,2530,3
VIA,OZANAM FEDERICO,7,2143,3
VIA,PISANI VITTOR,19,1201,2
VIA,PRIMATICCIO FRANCESCO,217,6646,7
VIA,SOTTOCORNO PASQUALE,9,3152,4
VIA,VAL TROMPIA,49,7494,8
VIA,VITRUVIO,7,2134,3
VLE,CORSICA,79,3262,4
VLE,PIAVE,8,2179,3
VLE,TROYA CARLO,8,5140,6
VIA,OXILIA NINO,1,2287,2
VIA,MAROSTICA,4,6591,7
VIA,FILZI FABIO,8,1190,2
VIA,VINCENZO DA SEREGNO,45,1557,9
VIA,PORRONE BASSANO,8,110,1
VIA,PADOVA,213,2275,2
PZA,VENTICINQUE APRILE,5,1064,9
CSO,DI PORTA TICINESE,98,541,1
ALZ,NAVIGLIO GRANDE,46,5144,6
CSO,LODI,59,4068,4
PZA,CAVOUR,3,237,1
PZA,DELLA TRIVULZIANA,1,1765,9
PZA,DELLA TRIVULZIANA,4,1765,9
VIA,ANFOSSI AUGUSTO,44,3071,4
VIA,BORSI GIOSUE',2,5237,6
VIA,BRIOSCHI FRANCESCO,33,5243,5
VIA,CARCANO GIULIO,28,5248,5
VIA,CARDINALE MEZZOFANTI,4,3277,4
PLE,DATEO,5,3119,3
VIA,CINQUE MAGGIO,4,7459,8
VIA,DE AMICIS EDMONDO,45,574,1
VIA,DEI TULIPANI,9,6713,6
VIA,DOGANA,3,341,1
VIA,F.LLI ZOIA,220,6306,7
VIA,GAZZOLETTI ANTONIO,3,7353,8
VIA,LAMARMORA ALFONSO,2,4103,1
VIA,LANZONE,33,554,1
VIA,LOMAZZO PAOLO,55,7079,8
VIA,MONTE NAPOLEONE,13,219,1
VIA,NOVARA,373,6624,7
VIA,PADOVA,131,2275,2
VIA,PAOLO DA CANNOBIO,5,338,1
VIA,PERTICARI GIULIO,2,2383,2
VIA,PONTE VETERO,11,718,1
VIA,PORRO LAMBERTENGHI LUIGI,34,1142,9
VIA,SAN GREGORIO,21,2123,3
VIA,SANTA TECLA,3,321,1
VIA,TOLSTOI LEONE,1,5133,6
VIA,TOLSTOI LEONE,9,5133,6
VIA,VODICE,1,6552,7
VLE,ESPINASSE CARLO,43,7390,8
VLE,LEGIONI ROMANE,37,6649,6
VLE,MONZA,140,2274,2
VLE,MONZA,37,2274,2
VLE,TROYA CARLO,23,5140,6
VIA,SISMONDI GIANCARLO,1,3256,4
VIA,GALVANI LUIGI,21,1179,9
VIA,POZZONE GIUSEPPE,5,725,1
CSO,SEMPIONE,12,7137,1
VIA,CINQUE MAGGIO,11,7459,8
VIA,PONTE SEVESO,33,1203,2
VIA,ANZANI FRANCESCO,1,3076,4
VIA,TORTONA,15,5124,6
PLE,DELLO SPORT,6,6518,7
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,3,2235,3
VIA,ALBANI FRANCESCO,63,6399,8
VIA,PATTARI,5,304,1
PZA,MONTE FALTERONA,2,6558,7
VIA,ARCHIMEDE,59,3086,4
VIA,CAMERINO,2,1534,9
VIA,ORTI,12,4031,1
VIA,SARDEGNA,45,6265,7
VIA,TADINO ALESSANDRO,9,2109,3
VIA,TEODOSIO,85,2550,3
VIA,TRILUSSA,15,7367,8
VIA,PORPORA NICOLA ANTONIO,156,2229,3
VIA,VAL MAIRA,4,1098,9
VIA,MEDA GIUSEPPE,14,5242,5
VIA,ADELCHI,5,2504,3
VIA,BALESTRIERI DOMENICO,4,7116,1
VIA,BIONDI EZIO,4,7186,8
VIA,GALLURA,15,4256,5
VIA,ARNALDO DA BRESCIA,1,1151,9
VIA,BEATO ANGELICO,20,3204,3
VIA,FOPPA VINCENZO,21,6109,6
VLE,ARGONNE,9,3254,3
VIA,BRIOSCHI FRANCESCO,7,5243,5
VIA,ROGOREDO,49,4373,4
VIA,EMANUELE FILIBERTO,13,7168,8
VIA,CANELLI,1,2691,3
VIA,SANT' APOLLINARE,1,6779,7
PZA,FIDIA,3,1144,9
VIA,VOLTA ALESSANDRO,13,1018,1
VIA,CESARE DA SESTO,5,5101,1
VIA,CONCHETTA,20,5239,5
VIA,NICCOLINI GIOVANNI BATTISTA,24,7129,8
VLE,BLIGNY,15,4045,5
VIA,VALPETROSA,5,650,1
VIA,CONCHETTA,15,5239,5
ALZ,NAVIGLIO GRANDE,6,5144,6
VIA,BRERA,29,122,1
VIA,CUSTODI PIETRO,4,5199,5
VIA,WATT GIACOMO,2,5292,6
VIA,GENTILINO,13,5204,5
VIA,BERGAMINI,1,325,1
VIA,NUVOLONE PANFILO,28,7394,8
PZA,GHIRLANDAIO DOMENICO,7,6598,7
VIA,MORIGI,8,633,1
VIA,POLLAIUOLO ANTONIO,9,1146,9
VIA,BOTTICELLI SANDRO,2,3203,3
VLE,BRIANZA,30,2263,2
VIA,PORDENONE,36,2650,3
VIA,PONTI ETTORE,58,5297,6
VIA,BERGAMINI,1,325,1
VIA,SAN MAURILIO,8,563,1
CSO,BUENOS AIRES,15,2129,3
PAS,DUOMO,2,102,1
PLE,SIENA,18,6616,7
VIA,BINDA AMBROGIO,5,5298,6
VIA,CANONICA LUIGI,81,7121,8
VIA,CASATI FELICE,25,2122,2
VIA,DEI FABBRI,26,593,1
VIA,MERAVIGLI,16,614,1
VIA,PAPI LAZZARO,19,4071,4
VIA,VAL DI BONDO,16,1648,9
